"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"3527077","21034326192000036001000000U0","CORMAPLAST","CORMAPLAST SA DE CV","326192","Fabricación de autopartes de plástico con y sin reforzamiento","251 y más personas","CALLE","ANTIGUO CAMINO A OCOTLÁN","CALLE","LÁZARO CÁRDENAS","BOULEVARD","AUTOPISTA MÉXICO-PUEBLA","CALLE","INDUSTRIA","851","C",,,"0","SN","ZONA INDUSTRIAL","OCOTLAN","ZONA INDUSTRIAL","ZONA INDUSTRIAL SANCTORUM",,"72680","21","PUEBLA","034","Coronango","0003","San Francisco Ocotlán (Ocotlán)","0119","035",,"ALINARES@CORMAPLAST.COM.MX",,"Fijo","19.12773982","-98.26541272","2010-07"
"6377386","21114322210000196000000000U6","CORRUGADOS DEL ALTIPLANO","CORRUGADOS DEL ALTIPLANO SA DE CV","322210","Fabricación de envases de cartón","101 a 250 personas","CALLE","CAMINO REAL A TLAXCALA","CALLE","ORQUÍDEAS","CALLE","TOPOLLA","CALLE","RICARDO FLORES MAGÓN","250",,,,"0","SN","COLONIA","SAN JERÓNIMO CALERAS",,,,"72100","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","3296","010",,"RECEPCION@CORRUGADOSDELALTIPLANO.COM","WWW.CORRUGADOSDELALTIPLANO.COM","Fijo","19.09182976","-98.20885039","2010-07"
"6378705","21136325120000013001007141S4","CRYOINFRA PLANTA PUEBLA","CRYOINFRA SA DE CV","325120","Fabricación de gases industriales","51 a 100 personas","CARRETERA","NINGUNO","CALLE","ATLANTENANGO","CALLE","BENITO JUAREZ","OTRO (ESPECIFIQUE)","ATLANTENANGO","0","SN",,,"0",,"COLONIA","SAN MIGUEL XOXTLA",,,,"72620","21","PUEBLA","136","San Miguel Xoxtla","0001","San Miguel Xoxtla","0034","009",,"JUREYES@CRYOINFRA.COM.MX","WWW.GRUPOINFRA.COM","Fijo","19.17375713","-98.30941166","2010-07"
"6378913","21110327310000016001009619M7","CYCNA","CYCNA DE ORIENTE SA DE CV","327310","Fabricación de cemento y productos a base de cemento en plantas integradas","251 y más personas","CARRETERA","CARRETERA FEDERAL TECAMACHALCO - PALMAR DE BRAVO","OTRO (ESPECIFIQUE)","SIN REFERENCIA","OTRO (ESPECIFIQUE)","SIN REFERENCIA","OTRO (ESPECIFIQUE)","MANZANA 800","0","KILOMETRO 16",,,"0",,"COLONIA","LA NORIA",,,,"72500","21","PUEBLA","110","Palmar de Bravo","0086","Rancho de Vera","0042","800",,,,"Fijo","18.87545013","-97.65995068","2010-07"
"3513256","21114323119005004001000000S9","DATOS INFORMACION Y SISTEMAS SA DE CV",,"323119","Impresión de formas continuas y otros impresos","31 a 50 personas","CALLE","FRANCISCO I. MADERO","PRIVADA","ABASOLO","BOULEVARD","CARLOS CAMACHO ESPIRITU","AVENIDA","GUADALUPE","10",,,,,,"BARRIO","GUADLUPE TLATELPA",,,,"72595","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","4260","035","2222456666","ADMINISTRACION@TDIMPRES.COM","WWW.DIS.COM.MX","Fijo","18.9645371","-98.17617509","2010-07"
"6272931","21114325510000053001009524S9","DILUYENTES Y MEZCLAS","DILUYENTES Y MEZCLAS SA DE CV","325510","Fabricación de pinturas y recubrimientos","31 a 50 personas","CALLE","F","CALLE","D","CALLE","C","OTRO (ESPECIFIQUE)","NINGUNO","20",,,,"0",,"PARQUE INDUSTRIAL","PUEBLA 2000","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA","20","72225","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","003",,"SBARCENA@HOTMAIL.COM",,"Fijo","19.07051759","-98.15253701","2014-12"
"3256071","21114466211002825011000000U2","DIS","DATOS INFORMACION Y SISTEMAS  SA DE CV","323119","Impresión de formas continuas y otros impresos","101 a 250 personas","CALLE","Bugambilias","CALLE","MIRASOLES","AVENIDA","Avenida de las Rosas","CALLE","Dalias","6144",,,,"0",,"COLONIA","BUGAMBILIAS",,,,"72580","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","086A","032",,"VENTA1@DIS.MX",,"Fijo","19.0090074","-98.21391114","2010-07"
"8869236","21114322210000394000000000U7","DUNNAGESTONE","DUNNAGESTONE SA DE CV","322210","Fabricación de envases de cartón","31 a 50 personas","CALLE","15 NORTE","AVENIDA","50 PONIENTE","AVENIDA","HEROE DE NACOZARI","AVENIDA","HÉROE DE NACOZARI","1306",,,,,,"COLONIA","SANTA MARIA",,,,"72080","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0130","027",,,,"Fijo","19.06909253","-98.1959256","2019-11"
"6320555","21015327391000065000003967S5","ECISA CONSTRUCCIONES SA DE CV","ECISA CONSTRUCCIONES SA DE CV","327391","Fabricación de productos preesforzados de concreto","51 a 100 personas","CALLE","AGUSTÍN DE ITURBIDE","PROLONGACION","12 ORIENTE","PRIVADA","MARGARITAS","CALLE","AGUSTÍN DE ITURBIDE","35","KM 2",,,,,"BARRIO","VALLARTITO",,,,"72989","21","PUEBLA","015","Amozoc","0001","Amozoc de Mota","026A","052",,"CONTA@ECISACONSTRUCCIONES.COM.MX",,"Fijo","19.05285","-98.03203","2014-12"
"6272407","21041311110000014012000000U1","ECOVERT","AGROQUÍMICA SA DE CV","325310","Fabricación de fertilizantes","51 a 100 personas","PRIVADA","PRIVADA DE INDUSTRIA","AVENIDA","MÉXICO","PRIVADA","BUGAMBILIAS","CALLE","RÍO ATOYAC","61",,,,"0",,"ZONA INDUSTRIAL","LA TRINIDAD SANCTORUM","ZONA INDUSTRIAL","ZONA INDUSTRIAL SANCTORUM","61","72730","21","PUEBLA","041","Cuautlancingo","0008","Sanctorum","0202","011",,"CONTABILIDAD@ECOVERT.MX","WWW.ECOVERT.MX","Fijo","19.10444575","-98.25587624","2010-07"
"8776553","21114322210000384000000000S8","EINPACKEN","CONTENEDOR INTELIGENTE SA DE CV","322210","Fabricación de envases de cartón","31 a 50 personas","CALLE","6 PONIENTE","CALLE","7 NORTE","CALLE","9 NORTE","CALLE","8 PONIENTE","704",,,,,,"COLONIA","LA LIBERTAD",,,,"72130","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","3385","009","2223467680",,,"Fijo","19.07298917","-98.23724378","2019-11"
"3278635","21188466312000031011000000U9","ELABORACIÓN DE CANASTAS Y VENTA DE MADERA",,"321991","Fabricación de productos de materiales trenzables, excepto palma","31 a 50 personas","CALLE","IGNACIO ZARAGOZA","CALLE","VICENTE GUERRERO","CALLE","EMILIANO ZAPATA","CALLE","NINGUNO","16",,,,,,"LOCALIDAD","SAN ANTONIO ALPANOCAN",,,,"74339","21","PUEBLA","188","Tochimilco","0002","San Antonio Alpanocan","0100","015",,,,"Fijo","18.8762347","-98.70849366","2010-07"
"3394971","21156312111000041011000000U7","ENVASES PET DE TEHUACAN","ENVASES PET DE TEHUACAN SA DE CV","326160","Fabricación de botellas de plástico","31 a 50 personas","CALLE","SONORA SUR","AVENIDA","BAJA CALIFORNIA","CALLE","TAMAULIPAS","CALLE","CHIHUAHUA","1318",,,,,,"COLONIA","MEXICO SUR",,,,"75764","21","PUEBLA","156","Tehuacán","0001","Tehuacán","0662","022",,"ENVASESPETDETEHUACAN@HOTMAIL.COM",,"Fijo","18.45267405","-97.41791289","2010-07"
"3298191","21053327215000533000000000U4","ESFERAS ANVISA","FABRICANTES DE ESFERAS NAVIDEÑAS SAAVEDRA SA DE CV","327215","Fabricación de artículos de vidrio de uso doméstico","51 a 100 personas","CALLE","NINGUNO.","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","HERMENEGILDO GALEANA","0","SN",,,,,"BARRIO","TEOCONCHILA",,,,"73300","21","PUEBLA","053","Chignahuapan","0001","Ciudad de Chignahuapan","0311","006","7979711295","ANVISAESFERAS@HOTMAIL.COM","WWW.ELCASTILLODELAEFERA.COM.MX","Fijo","19.853663009999998","-98.02023805","2014-12"
"3261958","21114323119004984001000000U3","ETIQUETAS FERRERO DE PUEBLA","ETIQUETAS FERRERO DE PUEBLA SA DE CV","323119","Impresión de formas continuas y otros impresos","31 a 50 personas","CALLE","AVENIDA 6 PONIENTE","CALLE","19 NORTE","CALLE","17 NORTE","AVENIDA","4 PONIENTE","1701","B",,,,,"BARRIO","SAN MIGUELITO",,,,"72090","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0395","030",,"CONTACTO@ETIQUETASFERRERO.COM",,"Fijo","19.05305962","-98.20948914","2010-07"
"6272140","21114323119005804100000000U2","ETIROCH","ETIROCH ","323119","Impresión de formas continuas y otros impresos","51 a 100 personas","CALLE","Industria","PERIFERICO","PERIFERICO ECOLOGICO","CALLE","INDUSTRIAL","CALLE","CAMINO NACIONAL","30",,,,"0",,"LOCALIDAD","SAN FRANCISCO OCOTLAN",,,,"72680","21","PUEBLA","034","Coronango","0003","San Francisco Ocotlán (Ocotlán)","0119","010",,,"WWW.ETIROCH.COM.MX","Fijo","19.13109062","-98.27007295","2014-12"
"6377035","21161326110000017000000000U3","EXCEL NOBLEZA","EXCEL NOBLEZA SAPI DE CV","326110","Fabricación de bolsas y películas de plástico flexible","251 y más personas","CARRETERA","FEDERAL PUEBLA TEHUACÁN  KM 101","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","1 ORIENTE","OTRO (ESPECIFIQUE)","MANZANA 800","0","SN",,,"0",,"PUEBLO","NINGUNO",,,,"75800","21","PUEBLA","161","Tepanco de López","0027","Rancho José Darío","0041","800",,,"WWW.EXCELNOBLEZ.COM.MX","Fijo","18.54279342","-97.53995556","2010-07"
"3344960","21114322210000284000000000U0","FABRICA DE CAJAS CORRUGADAS SAN PEDRO","FABRICA DE CAJAS CORRUGADAS SAN PEDRO SA DE CV","322210","Fabricación de envases de cartón","31 a 50 personas","CALLE","ANTIGUO CAMINO A LA RESURRECCION","CALLE","RESURRECCION SUR","CALLE","LA NOPALERA","PRIVADA","RESURRECCIÓN PONIENTE","10428",,,,,"BODEGA 28, 29 Y 30 Y 28, 29 Y 30","CORREDOR INDUSTRIAL","INDIOS VERDES","CORREDOR INDUSTRIAL","CORREDOR INDUSTRIAL LA CIENEGA",,"72228","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1641","033",,,,"Fijo","19.08385415","-98.15940653","2014-12"
"3354676","21114322210000321001000000U0","FABRICA DE CARTON MI CAJA",,"322210","Fabricación de envases de cartón","31 a 50 personas","CALLE","VALLE DE PUEBLA","PRIVADA","5 DE MAYO","AVENIDA","VALLE VERDE","CALLE","VALLE DE SONORA",,"SN",,,,,"COLONIA","DEL VALLE",,,,"72310","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","5856","005","2228881952","MI_CAJA1@HOTMAIL.COM","WWW.MICAJA.COM.MX","Fijo","19.0647734","-98.11603437","2014-12"
"6218028","21114326193000203001000000U4","FABRICA DE TAPAS DE PLASTICOS",,"326193","Fabricación de envases y contenedores de plástico para embalaje con y sin reforzamiento","31 a 50 personas","AVENIDA","PRAXEDIX GUERRERO","PRIVADA","BENITO JUAREZ","CALLE","44 NORTE","PRIVADA","14 ORIENTE",,"SN",,,,,"COLONIA","AMERICA NORTE",,,,"72340","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","5343","030",,"GPVEGA@LIVECOM.MX",,"Fijo","19.04505942","-98.16177054","2014-12"
"6378250","21114325412000185001003333S8","FARMACOS CONTINENTALES SA DE CV","FARMACOS CONTINENTALES SA DE CV","325412","Fabricación de preparaciones farmacéuticas","101 a 250 personas","AVENIDA","SAN IGNACIO","CALLE","RÍO VERDE","CALLE","RÍO SALADO","BOULEVARD","CIRCUNVALACIÓN","1831",,,,"0",,"COLONIA","JARDÍNES DE SAN MANUEL",,,,"72570","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0817","021",,"INFO@FARMACOSCONTINENTALES.COM.MX","WWW.FARMACOSCONTINENTAES.COM.MX","Fijo","19.00822491","-98.19867523","2010-07"
"6376994","21041326192000127000009603M2","FAURECIA SISTEMAS AUTOMOTRICES DE MÉXICO SA DE CV","FAURECIA SISTEMAS AUTOMOTRICES DE MEXICO SA DE CV","326192","Fabricación de autopartes de plástico con y sin reforzamiento","251 y más personas","CALLE","ROBLE","AVENIDA","SAN LORENZO ALMECATLA","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,"0",,"PARQUE INDUSTRIAL","FINSA","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL FINSA PUEBLA","NAVE 5","72710","21","PUEBLA","041","Cuautlancingo","0008","Sanctorum","0274","001",,"JUANCARLOS.VAZQUEZ@FAURECIA.COM","WWW.SMPAUTOMOTIVE.COM","Fijo","19.11276103","-98.24446021","2010-07"
"3377402","21125326140000013001000000U4","FLEXA POLIETILENOS EXPANDIDOS MEXICANOS","PLEXA POLIESTIRENOS EXPANDIDOS MEXICANOS SA DE CV","326140","Fabricación de espumas y productos de poliestireno","31 a 50 personas","CALLE","5 PONIENTE","PRIVADA","PRATO","CALLE","FRANCISCO XAVIER MINA","PRIVADA","NINGUNO","114",,,,,,"COLONIA","FRANCISCO JAVIER MINA (CHIPILO)",,,,"74325","21","PUEBLA","125","San Gregorio Atzompa","0002","Chipilo de Francisco Javier Mina","0045","014",,,,"Fijo","19.00732895","-98.33792121","2014-12"
"6376731","21038327991000015002009970M9","G MÁRMOL SA DE CV",,"327991","Fabricación de productos a base de piedras de cantera","51 a 100 personas","CARRETERA","CARRETERA FEDERAL PUEBLA CUAPIAXTLA KM 42.8  MARGEN DERECHO","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","MANZANA 800","0","SN",,,"0",,"RANCHO","TORIJA",,,,"75420","21","PUEBLA","038","Cuapiaxtla de Madero","0004","San José Torija","0029","800",,"MABEL.GM@LIVE.COM.MX","WWW.GMARMOL.MX","Fijo","18.91611103","-97.85444445","2010-07"
"3344475","21114811111012344010000000U6","GRAMMTECNICA","GRAMMTECNICA SA DE CV","326192","Fabricación de autopartes de plástico con y sin reforzamiento","31 a 50 personas","CALLE","ANTIGUO CAMINO A MANZANILLA","CALLE","H","CALLE","NINGUNO","CALLE","H",,"SN",,,,,"PARQUE INDUSTRIAL","PARQUE INDUSRIAQL PUEBLA 2000","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA",,"72200","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","011",,,,"Fijo","19.06307971","-98.1550165","2014-12"
"6377116","21114326140000017000009980M9","GRUPO CONVERMEX","GRUPO CONVERMEX SA DE CV","326140","Fabricación de espumas y productos de poliestireno","251 y más personas","CALLE","NINGUNO","CALLE","ANTIGUO CAMINO A MANZANILLA","CALLE","ANTIGUO CAMINO A MANZANILLA","CARRETERA","FEDERAL PUEBLAAMAZOC","25",,,,"0",,"PARQUE INDUSTRIAL","ORIENTE","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA",,"72300","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0338","033",,,"WWW.CONVERMEX.COM.MX","Fijo","19.05981604","-98.15500797","2014-12"
"6763922","21114326212000043001009685S2","GRUPO GOMMAR ","GRUPO GOMMAR SA DE CV","326212","Revitalización de llantas","31 a 50 personas","CIRCUITO","HÉROES DEL 5 DE MAYO","BOULEVARD","23 NORTE","CALLE","27 NORTE","CALLE","54 PONIENTE","4",,,,"0",,"PARQUE INDUSTRIAL","CIUDAD TEXTIL PUEBLA","OTRO CONGLOMERADO","CIUDAD TEXTIL PUEBLA","4","74160","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0130","005",,"CORALCARVAJAL.GOMMAR@HOTMAIL.COM","WWW.GOMMAR.COM.MX","Fijo","19.07373593","-98.19848324","2016-10"
"6377452","21114323119005026000000000U2","GRUPO GRÁFICO EDITORIAL","GRUPO GRAFICO EDITORIAL SA DE CV","323119","Impresión de formas continuas y otros impresos","101 a 250 personas","CALLE","B","CALLE","D","BOULEVARD","A","CALLE","D","8",,,,"0",,"PARQUE INDUSTRIAL","PUEBLA 2000","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA","8","72225","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","006",,"OSCARZS1@HOTMAIL.COM",,"Fijo","19.07290657","-98.15661438","2010-07"
"6378421","21015326193000015012009780M1","GRUPO LUIN S DE RL DE CV","GRUPO LUIN S DE RL DE CV","326160","Fabricación de botellas de plástico","101 a 250 personas","CALLE","MIRTOS","PRIVADA","SEGUNDA DE MIRTOS","PRIVADA","PRIVADA DE LOS MIRTOS","CALLE","GUAYACÁN","706",,,,"0",,"COLONIA","EL ARENAL",,,,"72990","21","PUEBLA","015","Amozoc","0001","Amozoc de Mota","033A","061",,"FISCAL@LUIN.MX","WWW.LUIN.MX","Fijo","19.04364962","-98.08534126","2010-07"
"6379253","21114327991000926100038929M6","GRUPO MARMEX","GRUPO MARMEX SA DE CV","327991","Fabricación de productos a base de piedras de cantera","101 a 250 personas","CALLE","CARRIL DE SAN CRISTOBAL","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","OTRO (ESPECIFIQUE)","MANZANA 800","3",,,,"0",,"PARQUE INDUSTRIAL","CHACHAPA","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL SAN FELIPE DE CHACHAPA","3","72990","21","PUEBLA","015","Amozoc","0093","Chachapa [Parque Industrial]","0058","005",,"GRUPOMARMEX@OUTLOOK.COM",,"Fijo","19.06500118","-98.10293136","2014-12"
"9322282","21114326192000171000040064M3","HELSA","HULES ESPECIALIZADOS LUCTANIA SA DE CV","326192","Fabricación de autopartes de plástico con y sin reforzamiento","101 a 250 personas","CALLE","D","CALLE","B","BOULEVARD","A","OTRO (ESPECIFIQUE)","Ninguno","0","SN",,,"0",,"PARQUE INDUSTRIAL","PARQUE INDUSRTIAL PUEBLA 2000","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA","21","72200","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","006",,,,"Fijo","19.07321384","-98.15559148","2020-11"
"9330407","21114326290000131000040064S5","HELSA","HULES ESPECIALIZADOS LUCTANIA SA DE CV","326290","Fabricación de otros productos de hule","101 a 250 personas","CALLE","Antiguo Camino a Manzanilla","CARRETERA","Federal Puebla-Amazoc","CALLE","Antiguo Camino a Manzanilla","OTRO (ESPECIFIQUE)","Sin Referencia","45","A",,,"0",,"PARQUE INDUSTRIAL","ZONA INDUSTRIAL ORIENTE","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA",,"72300","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0338","033",,,,"Fijo","19.05564319","-98.15598345","2020-11"
"6272308","21114326192000044000040064S4","HELSA","HULES ESPECIALIZADOS LUCTANIA SA DE CV","326290","Fabricación de otros productos de hule","101 a 250 personas","CALLE","Antiguo Camino a Manzanilla","CALLE","Ninguno","CARRETERA","Federal Puebla-Amazoc","OTRO (ESPECIFIQUE)","Sin Referencia","45","A",,,"0",,"PARQUE INDUSTRIAL","joaquin colombres","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA",,"72300","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0338","033",,"WWW.HELSA@COM.MX",,"Fijo","19.0557089","-98.15592963","2010-07"
"8869374","21114326192000114000000000S5","HULES ESPECIALIZADOS LUCTANIA","HULES ESPECIALIZADOS LUCTANIA SA DE CV","326192","Fabricación de autopartes de plástico con y sin reforzamiento","31 a 50 personas","CALLE","C","CALLE","F","CALLE","B","BOULEVARD","AUTOPISTA PUEBLA-ORIZABA","12",,,,,"2C","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA 2000","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA",,"72200","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","007",,,,"Fijo","19.07445476","-98.15343662","2019-11"
"3435445","21114326110000072001000000U7","INDUSTRIA DE ACOPIO Y RESICLAGE",,"326110","Fabricación de bolsas y películas de plástico flexible","31 a 50 personas","CALLE","ANTIGUO CAMINO A MANZANILLA","CARRETERA","FEDERAL PUEBLA-AMAZOC","CALLE","NINGUNO","CALLE","ANTIGUO CAMINO A MANZANILLA","43","B",,,,,"PARQUE INDUSTRIAL","ZONA INDUSTRIAL CAMINO A MANZANILLA","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA",,"72300","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","0338","033","2222358773",,,"Fijo","19.0564296","-98.15533924","2010-07"
"3450448","21140322132000013000048124M4","INDUSTRIAL CARTONERA DE CHOLULA","INDUSTRIAL CARTONERA DE CHOLULA SA DE CV","322132","Fabricación de cartón y cartoncillo a partir de pulpa","31 a 50 personas","CALLE","9 ORIENTE","AVENIDA","MIGUEL ALEMAN VALDES","CALLE","2 SUR","AVENIDA","7 ORIENTE","5",,,,"0",,"COLONIA","CENTRO",,,,"72760","21","PUEBLA","140","San Pedro Cholula","0001","Cholula de Rivadavia","0056","056",,"ISEE-08@LIVE.COM.MX",,"Fijo","19.0581134","-98.30776283","2010-07"
"6377082","21114326194000045010009835M7","INDUSTRIAS ARRA SA DE CV","INDUSTRIAS ARRA SA DE CV","326191","Fabricación de productos de plástico para el hogar con y sin reforzamiento","51 a 100 personas","CALLE","6 SUR","PROLONGACION","REFORMA","CALLE","7 ORIENTE","CALLE","8 SUR","109",,,,,,"COLONIA","REFORMA SUR",,,,"72160","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","2508","036",,"GOURMET@INDUSTRIASARRA.COM","WWW.INDUSTRIASARRA.COM","Fijo","19.06307322","-98.23310904","2014-12"
"8173287","21114325610000384000000000U6","INDUSTRIAS SEA","INDUSTRIAS SEA SA DE CV","325610","Fabricación de jabones, limpiadores y dentífricos","31 a 50 personas","CARRETERA","FEDERAL A TEHUACAN","PRIVADA","NINGUNO","CALLE","H","CALLE","NINGUNO","1056",,,,,,"PARQUE INDUSTRIAL","SAN JOSE MARAVILLAS","PARQUE INDUSTRIAL","PARQUE INDUSTRIAL PUEBLA",,"72200","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1105","011",,,,"Fijo","19.06432172","-98.15992399","2019-11"
"3527096","21015326191000016002025805M3","INGENIERIA EN PLASTICO DE PUEBLA","INGENIERIA EN PLASTICO DE PUEBLA SA DE CV","326191","Fabricación de productos de plástico para el hogar con y sin reforzamiento","101 a 250 personas","CALLE","CARRETERA FEDERAL AMOZOC ORIENTAL KILOMETRO 6400","CERRADA","SEGUNDA CERRADA 20 DE NOVIEMBRE","AVENIDA","OAXACA","CERRADA","16 DE SEPTIEMBRE","0","SN",,,"0","SN","BARRIO","SANTO ANGEL",,,,"72980","21","PUEBLA","015","Amozoc","0001","Amozoc de Mota","026A","040",,"JUAN.VELEZ@IPPPLASTIC.COM.MX","WWW.IPPPLASTIC.COM","Fijo","19.04440369","-98.03543758","2010-07"
"3470774","21114434223000391011000000U1","INNO BOX PACKAGING","INNO BOX SA DE CV","322210","Fabricación de envases de cartón","101 a 250 personas","CARRETERA","Federal Puebla-Tlaxcala","OTRO (ESPECIFIQUE)","Sin Referencia","CALLE","Camino Real","PRIVADA","Ninguno","1570",,,,"0",,"COLONIA","SAN JUAN TULCINGO",,,,"72106","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","314A","007","2222635714",,,"Fijo","19.13490753","-98.22203614","2010-07"
"6699262","21114322131000016000012257S4","INTERNATIONAL PAPER","INTERNATIONAL PAPER MEXICO COMPANY S DE RL DE CV","322131","Fabricación de cartón en plantas integradas","101 a 250 personas","BOULEVARD","NINGUNO","CALLE","5 SUR","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","MIGUEL HIDALGO","7516",,,,"0",,"COLONIA","RANCHO MORATILLA",,,,"72110","21","PUEBLA","114","Puebla","0001","Heroica Puebla de Zaragoza","1571","004",,"ALEJANDRA.RIVERA@IPAPER.COM",,"Fijo","19.10070329","-98.23547532","2016-01"
"3330187","21041326192000183001000000U5","INYECCION DE PLASTICOS XICOTENCATL","INYECCION DE PLASTICOS XICOTENCATL SA DE CV","326192","Fabricación de autopartes de plástico con y sin reforzamiento","31 a 50 personas","CALLE","SAN BERNARDO","AVENIDA","CAMINO A SAN LORENZO","PRIVADA","SAN JUAN","CALLE","RÍO ATOYAC","301","D",,,,,"ZONA INDUSTRIAL","SAN MIGUEL APETLACHICA","ZONA INDUSTRIAL","ZONA INDUSTRIAL SANCTORUM",,"72730","21","PUEBLA","041","Cuautlancingo","0008","Sanctorum","0202","064","2222106196","JARMANDO1577@HOTMAIL.COM",,"Fijo","19.10860553","-98.25580875","2014-12"
"3330125","21041325510000025001000000U2","ISMA DE MEXICO","ISMA DE MEXICO SA DE CV","325510","Fabricación de pinturas y recubrimientos","31 a 50 personas","AVENIDA","CAMINO A SAN LORENZO","CALLE","RIO GRIJALVA","CALLE","MARAVILLAS","CALLE","MARAVILLAS","806",,,,"0",,"COLONIA","SAN MIGUEL CUENTLA",,,,"72730","21","PUEBLA","041","Cuautlancingo","0008","Sanctorum","0113","015",,"ADMINISTRACION@ISMAPINTURAS.COM.MX",,"Fijo","19.11222841","-98.25901211","2014-12"
"6377373","21074325412000011000000000U2","JANSSEN CILAG",,"325412","Fabricación de preparaciones farmacéuticas","251 y más personas","CARRETERA","FEDERAL MEXICO PUEBLA KM 81.5","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","MANZANA 800","0","KM 81 500",,,"0",,"COLONIA","STA ANA XALMIMILULCO",,,,"74160","21","PUEBLA","074","Huejotzingo","0040","Parada Mym","0097","800",,"DBELTRA2@ITS.JNJ.COM","WWW.JANSSEN.COM.MX","Fijo","19.20631265","-98.41997705","2014-12"
"6421379","21119326194000016010023012M7","JOFEL CFS BRANDS","JOFEL MEXICO SA DE CV","326199","Fabricación de otros productos de plástico sin reforzamiento","101 a 250 personas","CALZADA","COLORINES","CALLE","CROLLS","CARRETERA","FEDERAL PUEBLA ATLIXCO","AUTOPISTA","NINGUNO","9",,,,,,"COLONIA","EMILIANO ZAPATA",,,,"72810","21","PUEBLA","119","San Andrés Cholula","0013","San Bernardino Tlaxcalancingo","0372","018",,"J.CONTABLIDAD@JOFEL.COM.MX","WWW.JOFEL.COM.MX","Fijo","19.03307116","-98.26065278","2010-07"
